;id;Name;SMILE;Taste;Reference;Note;SMILES_check;Std_SMILES;Parent_SMILES
1647;1718;3',4'-dihydroxyphenyl-3,1-benzoxathiane (18);Oc1ccc(cc1O)C1OCc2c(S1)cccc2;Sweet;Rojas et al. (2017);none;Oc1ccc(C2OCc3ccccc3S2)cc1O;Oc1ccc(C2OCc3c(cccc3)S2)cc1O;Oc1ccc(C2OCc3c(cccc3)S2)cc1O
1648;1719;3-anilino-2-styryl-3H-naphthol[l, 2-d]imidazole-5-sulfonate (SSN);CC(=C(c1nc2c(n1Nc1ccccc1)cc(c1c2cccc1)S(=O)(=O)O)C)c1ccccc1;Sweet;Rojas et al. (2017);none;CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)O)cc2n1Nc1ccccc1)c1ccccc1;CC(=C(C)c1nc2c(cc(S(=O)(=O)O)c3c2cccc3)n1Nc1ccccc1)c1ccccc1;CC(=C(C)c1nc2c(cc(S(=O)(=O)O)c3c2cccc3)n1Nc1ccccc1)c1ccccc1
1649;1720;3-Methoxy-1,3,5-estratrien-4-ol (4);COc1cc2CCC3C(c2cc1O)CCC1(C3CCC1)C;Sweet;Rojas et al. (2017);none;COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2;COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2;COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2
1650;1721;4,1',4',6'-4Br-sucrose;BrCC1OC(C(C1Br)O)(CBr)OC1OC(CO)C(C(C1O)O)Br;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br
1651;1722;4,1',4',6'-4Cl-sucrose;ClCC1OC(C(C1Cl)O)(CCl)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl
1652;1723;4,1',4'-3Cl-sucrose;OCC1OC(C(C1Cl)O)(CCl)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl
1653;1724;4,1',6'-3Br-sucrose;BrCC1OC(C(C1O)O)(CBr)OC1OC(CO)C(C(C1O)O)Br;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br;OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br;OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br
1654;1725;4,1',6'-3F-sucrose;FCC1OC(C(C1O)O)(CF)OC1OC(CO)C(C(C1O)O)F;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F;OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F;OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F
1655;1726;4,1',6'-3I-sucrose;ICC1OC(C(C1O)O)(CI)OC1OC(CO)C(C(C1O)O)I;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I;OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I;OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I
1656;1727;4,1'-2Cl-sucrose;OCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O;OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O;OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O
1657;1728;4,4',6'-3Cl-sucrose;ClCC1OC(C(C1Cl)O)(CO)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl
1658;1729;4,6,1',6'-4Cl-sucrose;ClCC1OC(C(C1O)O)(CCl)OC1OC(CCl)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O;OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O;OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O
1659;1730;4,6'-di-O-Methyl sucrose;COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)OC;Sweet;Rojas et al. (2017);none;COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O;COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O;COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O
1660;1731;4,6-di-O-Methyl sucrose;COCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC)O)O;Sweet;Rojas et al. (2017);none;COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC;COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC;COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC
1661;1732;4'-Br-4,1',6'-3Cl-sucrose;ClCC1OC(C(C1Br)O)(CCl)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl
1662;1733;4-Cl-sucrose;OCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O;OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O;OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O
1663;1734;4-F-1',4',6'-3Br-sucrose;BrCC1OC(C(C1Br)O)(CBr)OC1OC(CO)C(C(C1O)O)F;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F;OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F
1664;1735;4-F-1',4',6'-3Cl-sucrose;ClCC1OC(C(C1Cl)O)(CCl)OC1OC(CO)C(C(C1O)O)F;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F;OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F
1665;1736;4'-F-4,1',6'-3Cl-sucrose;ClCC1OC(C(C1F)O)(CCl)OC1OC(CO)C(C(C1O)O)Cl;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl;OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl
1666;1737;4-O-Methyl sucrose;COC1C(CO)OC(C(C1O)O)OC1(CO)OC(C(C1O)O)CO;Sweet;Rojas et al. (2017);none;COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O;COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O;COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O
1667;1738;4-O-n-propyl glycosides DHC;CCCOc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)OC1OC(CO)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O;Sweet;Rojas et al. (2017);none;CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O;CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O;CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O
1668;1739;4-Propoxyphenyl urea;CCCOc1ccc(cc1)NC(=O)N;Sweet;Rojas et al. (2017);none;CCCOc1ccc(NC(N)=O)cc1;CCCOc1ccc(NC(N)=O)cc1;CCCOc1ccc(NC(N)=O)cc1
1669;1740;4β,10α-dimethyl-1,2,3,4,5,10-hexahydrofluorene-4α,6α-dicarboxylic acid;OC(=O)C1(C)CCCC2(C1C(O)(C(=O)O)c1c2cccc1)C;Sweet;Rojas et al. (2017);none;CC1(C(=O)O)CCCC2(C)c3ccccc3C(O)(C(=O)O)C12;CC1(C(=O)O)CCCC2(C)c3c(cccc3)C(O)(C(=O)O)C12;CC1(C(=O)O)CCCC2(C)c3c(cccc3)C(O)(C(=O)O)C12
1670;1741;5-Benzyl-2-Furfuraldehyde oxime;ON=Cc1ccc(o1)Cc1ccccc1;Sweet;Rojas et al. (2017);none;ON=Cc1ccc(Cc2ccccc2)o1;ON=Cc1ccc(Cc2ccccc2)o1;ON=Cc1ccc(Cc2ccccc2)o1
1671;1742;5-deoxy-D-threo-Hexulose;OCC1(O)OCCC(C1O)O;Sweet;Rojas et al. (2017);none;OCC1(O)OCCC(O)C1O;OCC1(O)OCCC(O)C1O;OCC1(O)OCCC(O)C1O
1672;1743;6,1',6'-3Cl-sucrose;ClCC1OC(C(C1O)O)(CCl)OC1OC(CCl)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O;OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O;OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O
1673;1744;6,6'-di-O-Methyl sucrose;COCC1OC(C(C1O)O)(CO)OC1OC(COC)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O;COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O;COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O
1674;1745;6-Chloro-6-deoxy-D-fructofuranose;ClCC1OC(C(C1O)O)(O)CO;Sweet;Rojas et al. (2017);none;OCC1(O)OC(CCl)C(O)C1O;OCC1(O)OC(CCl)C(O)C1O;OCC1(O)OC(CCl)C(O)C1O
1675;1746;6'-Chloro-sucrose;ClCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O;OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O;OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O
1676;1747;6-chloro-tryptophan;OC(=O)C(Cc1c[nH]c2c1ccc(c2)Cl)N;Sweet;Rojas et al. (2017);none;NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O;NC(Cc1c[nH]c2c1ccc(Cl)c2)C(=O)O;NC(Cc1c[nH]c2c1ccc(Cl)c2)C(=O)O
1677;1748;6-O-Methyl sucrose;COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;COCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;COCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;COCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
1678;1749;9-Methoxy-7,11b-dihydrobenz[b]indeno[1,2-d]pyran-6a,10-diol (4);COc1cc2CC3(C(c2cc1O)c1ccccc1OC3)O;Sweet;Rojas et al. (2017);none;COc1cc2c(cc1O)C1c3ccccc3OCC1(O)C2;COc1cc2c(cc1O)C1c3ccccc3OCC1(O)C2;COc1cc2c(cc1O)C1c3ccccc3OCC1(O)C2
1679;1750;Abrusoside B;COC(=O)C1OC(OC2CCC34C(C2(C)C(=O)O)CCC2C4(C3)CCC3(C2(C)CCC3C(C2CC=C(C(=O)O2)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;COC(=O)C1OC(OC2CCC34CC35CCC3(C)C(C(C)C6CC=C(C)C(=O)O6)CCC3(C)C5CCC4C2(C)C(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;COC(=O)C1OC(OC2CCC34CC35CCC3(C)C(C(C)C6CC=C(C)C(=O)O6)CCC3(C)C5CCC4C2(C)C(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;COC(=O)C1OC(OC2CCC34CC35CCC3(C)C(C(C)C6CC=C(C)C(=O)O6)CCC3(C)C5CCC4C2(C)C(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
1680;1751;Abrusoside C;OCC1OC(OC2CCC34C(C2(C)C(=O)O)CCC2C4(C3)CCC3(C2(C)CCC3C(C2CC=C(C(=O)O2)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O
1681;1752;Abrusoside D;OCC1OC(OC2C(OC(C(C2O)O)C(=O)O)OC2CCC34C(C2(C)C(=O)O)CCC2C4(C3)CCC3(C2(C)CCC3C(C2CC=C(C(=O)O2)C)C)C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O;CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O
1682;1754;Acesulfame potassium_CH3CH2_H;CCC1=COS(=O)(=O)NC1=O;Sweet;Rojas et al. (2017);none;CCC1=COS(=O)(=O)NC1=O;CCC1=COS(=O)(=O)NC1=O;CCC1=COS(=O)(=O)NC1=O
1683;1755;Acesulfame potassium_CH3CH2CH2_CH3;CCCC1=C(C)OS(=O)(=O)NC1=O;Sweet;Rojas et al. (2017);none;CCCC1=C(C)OS(=O)(=O)NC1=O;CCCC1=C(C)OS(=O)(=O)NC1=O;CCCC1=C(C)OS(=O)(=O)NC1=O
1684;1756;Acesulfame potassium_H_H;O=C1C=COS(=O)(=O)N1;Sweet;Rojas et al. (2017);none;O=C1C=COS(=O)(=O)N1;O=C1C=COS(=O)(=O)N1;O=C1C=COS(=O)(=O)N1
1685;1757;Alanine;CC(C(=O)O)N;Sweet;Rojas et al. (2017);none;CC(N)C(=O)O;CC(N)C(=O)O;CC(N)C(=O)O
1686;1758;Albiziasaponin B;OCC1OC(OC2C(OC(C(C2O)O)COC2OCC(C(C2O)O)O)OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CC(C24C3CC(C)(C)C(C2)OC4=O)O)C)C)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O;CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O;CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O
1687;1759;Alitame;CC(COCNC1C(C)(C)SC1(C)C)NCOCC(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(COCNC1C(C)(C)SC1(C)C)NCOCC(N)CC(=O)O;CC(COCNC1C(C)(C)SC1(C)C)NCOCC(N)CC(=O)O;CC(COCNC1C(C)(C)SC1(C)C)NCOCC(N)CC(=O)O
1688;1760;Allo-inositol;OC1C(O)C(O)C(C(C1O)O)O;Sweet;Rojas et al. (2017);none;OC1C(O)C(O)C(O)C(O)C1O;OC1C(O)C(O)C(O)C(O)C1O;OC1C(O)C(O)C(O)C(O)C1O
1689;1761;Allyl oxy-nitroaniline;C=COc1ccc(cc1N)N(=O)=O;Sweet;Rojas et al. (2017);none;C=COc1ccc([N+](=O)[O-])cc1N;C=COc1ccc([N+](=O)[O-])cc1N;C=COc1ccc([N+](=O)[O-])cc1N
1690;1762;Ammonium glycyrrhizinate;CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.N;Sweet;Rojas et al. (2017);none;CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1.N;CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1.N;CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
1691;1763;Asp 1;NC(C(=O)NCCc1ccc(cc1)F)CC(=O)O;Sweet;Rojas et al. (2017);none;NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1;NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1;NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1
1692;1764;Asp 10;CCCCCC(NC(=O)C(CC(=O)O)N)C;Sweet;Rojas et al. (2017);none;CCCCCC(C)NC(=O)C(N)CC(=O)O;CCCCCC(C)NC(=O)C(N)CC(=O)O;CCCCCC(C)NC(=O)C(N)CC(=O)O
1693;1765;Asp 100;CCC(NC(=O)C(CC(=O)O)N)COC(=O)CC;Sweet;Rojas et al. (2017);none;CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O;CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O;CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O
1694;1766;Asp 101;CCC(NC(=O)C(CC(=O)O)N)COC(=O)C(C)C;Sweet;Rojas et al. (2017);none;CCC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O
1695;1767;Asp 102;CCC(NC(=O)C(CC(=O)O)N)COC(=O)C1CC1;Sweet;Rojas et al. (2017);none;CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O
1696;1768;Asp 103;CCC(NC(=O)C(CC(=O)O)N)COC(=O)C1CCC1;Sweet;Rojas et al. (2017);none;CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O;CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O
1697;1769;Asp 104;CC(=O)OCC(C(O)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O
1698;1770;Asp 105;CC(C(NC(=O)C(CC(=O)O)N)COC(=O)CC)O;Sweet;Rojas et al. (2017);none;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O
1699;1771;Asp 106;CC(=O)OCC(C(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C
1700;1772;Asp 107;CCC(=O)OCC(C(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C
1701;1773;Asp 108;CC(C(NC(=O)C(CC(=O)O)N)COC(=O)C(C)C)C;Sweet;Rojas et al. (2017);none;CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C;CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C
1702;1774;Asp 109;CC(C(NC(=O)C(CC(=O)O)N)COC(=O)C1CC1)C;Sweet;Rojas et al. (2017);none;CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O;CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O;CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O
1703;1775;Asp 11;CC(CCC(NC(=O)C(CC(=O)O)N)C)C;Sweet;Rojas et al. (2017);none;CC(C)CCC(C)NC(=O)C(N)CC(=O)O;CC(C)CCC(C)NC(=O)C(N)CC(=O)O;CC(C)CCC(C)NC(=O)C(N)CC(=O)O
1704;1776;Asp 110;CC(C(NC(=O)C(CC(=O)O)N)COC(=O)C1CCC1)C;Sweet;Rojas et al. (2017);none;CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O;CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O;CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O
1705;1777;Asp 112;CCCC(NC(=O)C(CC(=O)O)N)COC(=O)C;Sweet;Rojas et al. (2017);none;CCCC(COC(C)=O)NC(=O)C(N)CC(=O)O;CCCC(COC(C)=O)NC(=O)C(N)CC(=O)O;CCCC(COC(C)=O)NC(=O)C(N)CC(=O)O
1706;1778;Asp 122;COC(=O)C(NC(=O)C(CC(=O)O)N)COC(=O)C;Sweet;Rojas et al. (2017);none;COC(=O)C(COC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(C)=O)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(C)=O)NC(=O)C(N)CC(=O)O
1707;1779;Asp 123;CCC(=O)OCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1708;1780;Asp 124;CCCC(=O)OCC(C(=O)OC)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC;CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC
1709;1781;Asp 125;COC(=O)C(NC(=O)C(CC(=O)O)N)COC(=O)C(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O
1710;1782;Asp 126;COC(=O)C(NC(=O)C(CC(=O)O)N)COC(=O)C(C)(C)C;Sweet;Rojas et al. (2017);none;COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O;COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O
1711;1783;Asp 128;CC(NC(=O)C(CC(=O)O)N)CC(=O)OCC;Sweet;Rojas et al. (2017);none;CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O;CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O;CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O
1712;1784;Asp 129;CC(CC(=O)OC(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O
1713;1785;Asp 130;CCC(OC(=O)CC(NC(=O)C(CC(=O)O)N)C)C;Sweet;Rojas et al. (2017);none;CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O;CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O;CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O
1714;1786;Asp 131;CC(CC(=O)OC(C)(C)C)NC(=O)C(CC(=O)O)N;Sweet;Rojas et al. (2017);none;CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O;CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O
